gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,fyr,cik,costat
126136,20181231,2018,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,12,1091667,A
126136,20191231,2019,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,12,1091667,A
126136,20201231,2020,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,12,1091667,A
126136,20211231,2021,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,12,1091667,A
133768,20161231,2016,FS,C,D,STD,MET,METLIFE INC,USD,12,1099219,A
133768,20161231,2016,INDL,C,D,STD,MET,METLIFE INC,USD,12,1099219,A
133768,20171231,2017,FS,C,D,STD,MET,METLIFE INC,USD,12,1099219,A
133768,20171231,2017,INDL,C,D,STD,MET,METLIFE INC,USD,12,1099219,A
133768,20181231,2018,FS,C,D,STD,MET,METLIFE INC,USD,12,1099219,A
133768,20181231,2018,INDL,C,D,STD,MET,METLIFE INC,USD,12,1099219,A
133768,20191231,2019,FS,C,D,STD,MET,METLIFE INC,USD,12,1099219,A
133768,20191231,2019,INDL,C,D,STD,MET,METLIFE INC,USD,12,1099219,A
133768,20201231,2020,FS,C,D,STD,MET,METLIFE INC,USD,12,1099219,A
133768,20201231,2020,INDL,C,D,STD,MET,METLIFE INC,USD,12,1099219,A
133768,20211231,2021,FS,C,D,STD,MET,METLIFE INC,USD,12,1099219,A
133768,20211231,2021,INDL,C,D,STD,MET,METLIFE INC,USD,12,1099219,A
142953,20161231,2016,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,12,1103982,A
142953,20171231,2017,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,12,1103982,A
142953,20181231,2018,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,12,1103982,A
142953,20191231,2019,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,12,1103982,A
142953,20201231,2020,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,12,1103982,A
142953,20211231,2021,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,12,1103982,A
143357,20160831,2016,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,1467373,A
143357,20170831,2017,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,1467373,A
143357,20180831,2018,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,1467373,A
143357,20190831,2019,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,1467373,A
143357,20200831,2020,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,1467373,A
143357,20210831,2021,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,1467373,A
143357,20220831,2022,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,8,1467373,A
147579,20161231,2016,INDL,C,D,STD,NFLX,NETFLIX INC,USD,12,1065280,A
147579,20171231,2017,INDL,C,D,STD,NFLX,NETFLIX INC,USD,12,1065280,A
147579,20181231,2018,INDL,C,D,STD,NFLX,NETFLIX INC,USD,12,1065280,A
147579,20191231,2019,INDL,C,D,STD,NFLX,NETFLIX INC,USD,12,1065280,A
147579,20201231,2020,INDL,C,D,STD,NFLX,NETFLIX INC,USD,12,1065280,A
147579,20211231,2021,INDL,C,D,STD,NFLX,NETFLIX INC,USD,12,1065280,A
157855,20160131,2015,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,1108524,A
157855,20170131,2016,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,1108524,A
157855,20180131,2017,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,1108524,A
157855,20190131,2018,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,1108524,A
157855,20200131,2019,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,1108524,A
157855,20210131,2020,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,1108524,A
157855,20220131,2021,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,1108524,A
160225,20161231,2016,FS,C,D,STD,MA,MASTERCARD INC,USD,12,1141391,A
160225,20161231,2016,INDL,C,D,STD,MA,MASTERCARD INC,USD,12,1141391,A
160225,20171231,2017,FS,C,D,STD,MA,MASTERCARD INC,USD,12,1141391,A
160225,20171231,2017,INDL,C,D,STD,MA,MASTERCARD INC,USD,12,1141391,A
160225,20181231,2018,FS,C,D,STD,MA,MASTERCARD INC,USD,12,1141391,A
160225,20181231,2018,INDL,C,D,STD,MA,MASTERCARD INC,USD,12,1141391,A
160225,20191231,2019,FS,C,D,STD,MA,MASTERCARD INC,USD,12,1141391,A
160225,20191231,2019,INDL,C,D,STD,MA,MASTERCARD INC,USD,12,1141391,A
160225,20201231,2020,FS,C,D,STD,MA,MASTERCARD INC,USD,12,1141391,A
160225,20201231,2020,INDL,C,D,STD,MA,MASTERCARD INC,USD,12,1141391,A
160225,20211231,2021,FS,C,D,STD,MA,MASTERCARD INC,USD,12,1141391,A
160225,20211231,2021,INDL,C,D,STD,MA,MASTERCARD INC,USD,12,1141391,A
160329,20161231,2016,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,12,1652044,A
160329,20171231,2017,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,12,1652044,A
160329,20181231,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,12,1652044,A
160329,20191231,2019,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,12,1652044,A
160329,20201231,2020,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,12,1652044,A
160329,20211231,2021,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,12,1652044,A
170617,20161231,2016,INDL,C,D,STD,META,META PLATFORMS INC,USD,12,1326801,A
170617,20171231,2017,INDL,C,D,STD,META,META PLATFORMS INC,USD,12,1326801,A
170617,20181231,2018,INDL,C,D,STD,META,META PLATFORMS INC,USD,12,1326801,A
170617,20191231,2019,INDL,C,D,STD,META,META PLATFORMS INC,USD,12,1326801,A
170617,20201231,2020,INDL,C,D,STD,META,META PLATFORMS INC,USD,12,1326801,A
170617,20211231,2021,INDL,C,D,STD,META,META PLATFORMS INC,USD,12,1326801,A
179534,20160930,2016,FS,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20160930,2016,INDL,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20170930,2017,FS,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20170930,2017,INDL,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20180930,2018,FS,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20180930,2018,INDL,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20190930,2019,FS,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20190930,2019,INDL,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20200930,2020,FS,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20200930,2020,INDL,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20210930,2021,FS,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20210930,2021,INDL,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20220930,2022,FS,C,D,STD,V,VISA INC,USD,9,1403161,A
179534,20220930,2022,INDL,C,D,STD,V,VISA INC,USD,9,1403161,A
179621,20161231,2016,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,12,1413329,A
179621,20171231,2017,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,12,1413329,A
179621,20181231,2018,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,12,1413329,A
179621,20191231,2019,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,12,1413329,A
179621,20201231,2020,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,12,1413329,A
179621,20211231,2021,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,12,1413329,A
184996,20161231,2016,INDL,C,D,STD,TSLA,TESLA INC,USD,12,1318605,A
184996,20171231,2017,INDL,C,D,STD,TSLA,TESLA INC,USD,12,1318605,A
184996,20181231,2018,INDL,C,D,STD,TSLA,TESLA INC,USD,12,1318605,A
184996,20191231,2019,INDL,C,D,STD,TSLA,TESLA INC,USD,12,1318605,A
184996,20201231,2020,INDL,C,D,STD,TSLA,TESLA INC,USD,12,1318605,A
184996,20211231,2021,INDL,C,D,STD,TSLA,TESLA INC,USD,12,1318605,A
