gvkey,datadate,FiscalYear,indfmt,consol,popsrc,datafmt,Ticker,conm,curcd,fyr,Book Value Per Share,costat,MktCap,Price Close - Annual - Fiscal,BookToMarket
157855,20190131,2018,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,20.2662,A,117017,151.97,0.13
157855,20200131,2019,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,37.9451,A,162803,182.31,0.21
157855,20210131,2020,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,45.1502,A,207290,225.56,0.2
157855,20220131,2021,INDL,C,D,STD,CRM,SALESFORCE INC,USD,1,58.7776,A,230071,232.63,0.25
160225,20171231,2017,INDL,C,D,STD,MA,MASTERCARD INC,USD,12,5.1879,A,159533,151.36,0.03
160225,20181231,2018,INDL,C,D,STD,MA,MASTERCARD INC,USD,12,5.2328,A,194498,188.65,0.03
160225,20191231,2019,INDL,C,D,STD,MA,MASTERCARD INC,USD,12,5.852,A,300680,298.59,0.02
160225,20201231,2020,INDL,C,D,STD,MA,MASTERCARD INC,USD,12,6.4231,A,355155,356.94,0.02
160225,20211231,2021,INDL,C,D,STD,MA,MASTERCARD INC,USD,12,7.4612,A,352134,359.32,0.02
160329,20171231,2017,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,12,219.4959,A,729439,1053.4,0.21
160329,20181231,2018,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,12,255.3756,A,723559,1044.96,0.24
160329,20191231,2019,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,12,292.6511,A,921138,1339.39,0.22
160329,20201231,2020,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,12,329.5864,A,1183171,1752.64,0.19
160329,20211231,2021,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,12,380.0438,A,1917098,2897.04,0.13
170617,20171231,2017,INDL,C,D,STD,META,META PLATFORMS INC,USD,12,25.584,A,512793,176.46,0.14
170617,20181231,2018,INDL,C,D,STD,META,META PLATFORMS INC,USD,12,29.4769,A,374131,131.09,0.22
170617,20191231,2019,INDL,C,D,STD,META,META PLATFORMS INC,USD,12,35.4327,A,585373,205.25,0.17
170617,20201231,2020,INDL,C,D,STD,META,META PLATFORMS INC,USD,12,45.0298,A,778233,273.16,0.16
170617,20211231,2021,INDL,C,D,STD,META,META PLATFORMS INC,USD,12,45.5596,A,921935,336.35,0.14
179534,20180930,2018,INDL,C,D,STD,V,VISA INC,USD,9,12.8831,A,333175,150.09,0.09
179534,20190930,2019,INDL,C,D,STD,V,VISA INC,USD,9,13.5224,A,372545,172.01,0.08
179534,20200930,2020,INDL,C,D,STD,V,VISA INC,USD,9,14.6535,A,426103,199.97,0.07
179534,20210930,2021,INDL,C,D,STD,V,VISA INC,USD,9,16.3086,A,472416,222.75,0.07
179621,20171231,2017,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,12,-7.7813,A,164097,105.65,-0.07
179621,20181231,2018,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,12,-8.0144,A,103784,66.76,-0.12
179621,20191231,2019,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,12,-7.4407,A,132391,85.09,-0.09
179621,20201231,2020,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,12,-8.0694,A,128935,82.79,-0.1
179621,20211231,2021,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,12,-6.5193,A,147266,95,-0.07
184996,20171231,2017,INDL,C,D,STD,TSLA,TESLA INC,USD,12,25.103,A,52555,311.35,0.08
184996,20181231,2018,INDL,C,D,STD,TSLA,TESLA INC,USD,12,28.5235,A,57442,332.8,0.09
184996,20191231,2019,INDL,C,D,STD,TSLA,TESLA INC,USD,12,36.5635,A,75718,418.33,0.09
184996,20201231,2020,INDL,C,D,STD,TSLA,TESLA INC,USD,12,23.151,A,677443,705.67,0.03
184996,20211231,2021,INDL,C,D,STD,TSLA,TESLA INC,USD,12,29.2246,A,1091654,1056.78,0.03
